0,325.001
1,14531.4
2,8018.39
3,4424.58
4,2441.46
5,1347.22
6,743.38
7,410.208
8,226.345
9,124.903
10,68.9173
11,38.0317
12,20.9836
13,11.5805
14,6.38883
15,3.52631
16,1.94512
17,1.07384
18,0.592163
19,0.327048
20,0.180255
21,0.0996277
22,0.0548604
23,0.0303637
24,0.0166935
25,0.00926385
26,0.00507978
27,0.00283371
28,0.00154775
29,0.00087276
30,0.000474597
31,0.000273983
32,0.000149102
33,9.07275e-05
34,5.06907e-05
35,3.44117e-05
36,2.11106e-05
37,1.69788e-05
38,1.23161e-05
39,1.15132e-05
40,9.75535e-06
41,9.16035e-06
42,8.8214e-06
43,8.82111e-06
